dominance,influance,steadiness,compliance,tipe_kepribadian
6,1,7,3,steadiness dominance
6,1,7,2,steadiness dominance
6,1,7,1,steadiness dominance
5,3,7,3,steadiness dominance
5,3,7,2,steadiness dominance
5,3,7,1,steadiness dominance
5,2,7,3,steadiness dominance
5,2,7,2,steadiness dominance
5,2,7,1,steadiness dominance
5,1,7,3,steadiness dominance
5,1,7,2,steadiness dominance
5,1,7,1,steadiness dominance
4,3,7,3,steadiness dominance
4,3,7,2,steadiness dominance
4,3,7,1,steadiness dominance
4,2,7,3,steadiness dominance
4,2,7,2,steadiness dominance
4,2,7,1,steadiness dominance
4,1,7,3,steadiness dominance
4,1,7,2,steadiness dominance
4,1,7,1,steadiness dominance
5,2,6,2,steadiness dominance
5,2,6,1,steadiness dominance
5,1,6,2,steadiness dominance
5,1,6,1,steadiness dominance
2,2,6,2,steadiness dominance
4,2,6,1,steadiness dominance
4,1,6,2,steadiness dominance
4,1,6,1,steadiness dominance
3,2,6,2,steadiness dominance
3,2,6,1,steadiness dominance
3,1,6,2,steadiness dominance
3,1,6,1,steadiness dominance
4,1,5,1,steadiness dominance
3,1,5,1,steadiness dominance
2,1,5,1,steadiness dominance
4,7,8,4,steadiness influance
4,7,8,3,steadiness influance
4,7,8,2,steadiness influance
4,7,8,1,steadiness influance
3,7,8,4,steadiness influance
3,7,8,3,steadiness influance
3,7,8,2,steadiness influance
3,7,8,1,steadiness influance
2,7,8,4,steadiness influance
2,7,8,3,steadiness influance
2,7,8,2,steadiness influance
2,7,8,1,steadiness influance
1,7,8,4,steadiness influance
1,7,8,3,steadiness influance
1,7,8,2,steadiness influance
1,7,8,1,steadiness influance
4,6,8,4,steadiness influance
4,6,8,3,steadiness influance
4,6,8,2,steadiness influance
4,6,8,1,steadiness influance
3,6,8,4,steadiness influance
3,6,8,3,steadiness influance
3,6,8,2,steadiness influance
3,6,8,1,steadiness influance
2,6,8,4,steadiness influance
2,6,8,3,steadiness influance
2,6,8,2,steadiness influance
2,6,8,1,steadiness influance
1,6,8,4,steadiness influance
1,6,8,3,steadiness influance
1,6,8,2,steadiness influance
1,6,8,1,steadiness influance
4,5,8,4,steadiness influance
4,5,8,3,steadiness influance
4,5,8,2,steadiness influance
4,5,8,1,steadiness influance
3,5,8,4,steadiness influance
3,5,8,3,steadiness influance
3,5,8,2,steadiness influance
3,5,8,1,steadiness influance
2,5,8,4,steadiness influance
2,5,8,3,steadiness influance
2,5,8,2,steadiness influance
2,5,8,1,steadiness influance
1,5,8,4,steadiness influance
1,5,8,3,steadiness influance
1,5,8,2,steadiness influance
1,5,8,1,steadiness influance
3,6,7,3,steadiness influance
3,6,7,2,steadiness influance
3,6,7,1,steadiness influance
2,6,7,3,steadiness influance
2,6,7,2,steadiness influance
2,6,7,1,steadiness influance
1,6,7,3,steadiness influance
1,6,7,2,steadiness influance
1,6,7,1,steadiness influance
3,5,7,3,steadiness influance
3,5,7,2,steadiness influance
3,5,7,1,steadiness influance
2,5,7,3,steadiness influance
2,5,7,2,steadiness influance
2,5,7,1,steadiness influance
1,5,7,3,steadiness influance
1,5,7,2,steadiness influance
1,5,7,1,steadiness influance
3,4,7,3,steadiness influance
3,4,7,2,steadiness influance
3,4,7,1,steadiness influance
2,4,7,3,steadiness influance
2,4,7,2,steadiness influance
2,4,7,1,steadiness influance
1,4,7,3,steadiness influance
1,4,7,2,steadiness influance
1,4,7,1,steadiness influance
2,5,6,2,steadiness influance
2,5,6,1,steadiness influance
1,5,6,2,steadiness influance
1,5,6,1,steadiness influance
2,2,6,2,steadiness influance
2,4,6,1,steadiness influance
1,4,6,2,steadiness influance
1,4,6,1,steadiness influance
2,3,6,2,steadiness influance
2,3,6,1,steadiness influance
1,3,6,2,steadiness influance
1,3,6,1,steadiness influance
1,4,5,1,steadiness influance
1,3,5,1,steadiness influance
1,2,5,1,steadiness influance
4,4,8,7,steadiness compliance
3,4,8,7,steadiness compliance
2,4,8,7,steadiness compliance
1,4,8,7,steadiness compliance
4,3,8,7,steadiness compliance
3,3,8,7,steadiness compliance
2,3,8,7,steadiness compliance
1,3,8,7,steadiness compliance
4,2,8,7,steadiness compliance
3,2,8,7,steadiness compliance
2,2,8,7,steadiness compliance
1,2,8,7,steadiness compliance
4,1,8,7,steadiness compliance
3,1,8,7,steadiness compliance
2,1,8,7,steadiness compliance
1,1,8,7,steadiness compliance
4,4,8,6,steadiness compliance
3,4,8,6,steadiness compliance
2,4,8,6,steadiness compliance
1,4,8,6,steadiness compliance
4,3,8,6,steadiness compliance
3,3,8,6,steadiness compliance
2,3,8,6,steadiness compliance
1,3,8,6,steadiness compliance
4,2,8,6,steadiness compliance
3,2,8,6,steadiness compliance
2,2,8,6,steadiness compliance
1,2,8,6,steadiness compliance
4,1,8,6,steadiness compliance
3,1,8,6,steadiness compliance
2,1,8,6,steadiness compliance
1,1,8,6,steadiness compliance
4,4,8,5,steadiness compliance
3,4,8,5,steadiness compliance
2,4,8,5,steadiness compliance
1,4,8,5,steadiness compliance
4,3,8,5,steadiness compliance
3,3,8,5,steadiness compliance
2,3,8,5,steadiness compliance
1,3,8,5,steadiness compliance
4,2,8,5,steadiness compliance
3,2,8,5,steadiness compliance
2,2,8,5,steadiness compliance
1,2,8,5,steadiness compliance
4,1,8,5,steadiness compliance
3,1,8,5,steadiness compliance
2,1,8,5,steadiness compliance
1,1,8,5,steadiness compliance
3,3,7,6,steadiness compliance
2,3,7,6,steadiness compliance
1,3,7,6,steadiness compliance
3,2,7,6,steadiness compliance
2,2,7,6,steadiness compliance
1,2,7,6,steadiness compliance
3,1,7,6,steadiness compliance
2,1,7,6,steadiness compliance
1,1,7,6,steadiness compliance
3,3,7,5,steadiness compliance
2,3,7,5,steadiness compliance
1,3,7,5,steadiness compliance
3,2,7,5,steadiness compliance
2,2,7,5,steadiness compliance
1,2,7,5,steadiness compliance
3,1,7,5,steadiness compliance
2,1,7,5,steadiness compliance
1,1,7,5,steadiness compliance
3,3,7,4,steadiness compliance
2,3,7,4,steadiness compliance
1,3,7,4,steadiness compliance
3,2,7,4,steadiness compliance
2,2,7,4,steadiness compliance
1,2,7,4,steadiness compliance
3,1,7,4,steadiness compliance
2,1,7,4,steadiness compliance
1,1,7,4,steadiness compliance
2,2,6,5,steadiness compliance
1,2,6,5,steadiness compliance
2,1,6,5,steadiness compliance
1,1,6,5,steadiness compliance
2,2,6,2,steadiness compliance
1,2,6,4,steadiness compliance
2,1,6,4,steadiness compliance
1,1,6,4,steadiness compliance
2,2,6,3,steadiness compliance
1,2,6,3,steadiness compliance
2,1,6,3,steadiness compliance
1,1,6,3,steadiness compliance
1,1,5,4,steadiness compliance
1,1,5,3,steadiness compliance
1,1,5,2,steadiness compliance
7,6,8,4,steadiness dominance influance
7,6,8,3,steadiness dominance influance
7,6,8,2,steadiness dominance influance
7,6,8,1,steadiness dominance influance
6,5,7,4,steadiness dominance influance
6,5,7,3,steadiness dominance influance
6,5,7,2,steadiness dominance influance
6,5,7,1,steadiness dominance influance
5,4,6,3,steadiness dominance influance
5,4,6,2,steadiness dominance influance
5,4,6,1,steadiness dominance influance
4,3,5,2,steadiness dominance influance
4,3,5,1,steadiness dominance influance
3,2,4,1,steadiness dominance influance
7,4,8,6,steadiness dominance compliance
7,3,8,6,steadiness dominance compliance
7,2,8,6,steadiness dominance compliance
7,1,8,6,steadiness dominance compliance
6,4,7,5,steadiness dominance compliance
6,3,7,5,steadiness dominance compliance
6,2,7,5,steadiness dominance compliance
6,1,7,5,steadiness dominance compliance
5,3,6,4,steadiness dominance compliance
5,2,6,4,steadiness dominance compliance
5,1,6,4,steadiness dominance compliance
4,2,5,3,steadiness dominance compliance
4,1,5,3,steadiness dominance compliance
3,1,4,2,steadiness dominance compliance
6,7,8,4,steadiness influance dominance
6,7,8,3,steadiness influance dominance
6,7,8,2,steadiness influance dominance
6,7,8,1,steadiness influance dominance
5,6,7,4,steadiness influance dominance
5,6,7,3,steadiness influance dominance
5,6,7,2,steadiness influance dominance
5,6,7,1,steadiness influance dominance
4,5,6,3,steadiness influance dominance
4,5,6,2,steadiness influance dominance
4,5,6,1,steadiness influance dominance
3,4,5,2,steadiness influance dominance
3,4,5,1,steadiness influance dominance
2,3,4,1,steadiness influance dominance
4,7,8,6,steadiness influance compliance
3,7,8,6,steadiness influance compliance
2,7,8,6,steadiness influance compliance
1,7,8,6,steadiness influance compliance
4,6,7,5,steadiness influance compliance
3,6,7,5,steadiness influance compliance
2,6,7,5,steadiness influance compliance
1,6,7,5,steadiness influance compliance
3,5,6,4,steadiness influance compliance
2,5,6,4,steadiness influance compliance
1,5,6,4,steadiness influance compliance
2,4,5,3,steadiness influance compliance
1,4,5,3,steadiness influance compliance
1,3,4,2,steadiness influance compliance
6,4,8,7,steadiness compliance dominance
6,3,8,7,steadiness compliance dominance
6,2,8,7,steadiness compliance dominance
6,1,8,7,steadiness compliance dominance
5,4,7,6,steadiness compliance dominance
5,3,7,6,steadiness compliance dominance
5,2,7,6,steadiness compliance dominance
5,1,7,6,steadiness compliance dominance
4,3,6,5,steadiness compliance dominance
4,2,6,5,steadiness compliance dominance
4,1,6,5,steadiness compliance dominance
3,2,5,4,steadiness compliance dominance
3,1,5,4,steadiness compliance dominance
2,1,4,3,steadiness compliance dominance
4,6,8,7,steadiness compliance influance
3,6,8,7,steadiness compliance influance
2,6,8,7,steadiness compliance influance
1,6,8,7,steadiness compliance influance
4,5,7,6,steadiness compliance influance
3,5,7,6,steadiness compliance influance
2,5,7,6,steadiness compliance influance
1,5,7,6,steadiness compliance influance
3,4,6,5,steadiness compliance influance
2,4,6,5,steadiness compliance influance
1,4,6,5,steadiness compliance influance
2,3,5,4,steadiness compliance influance
1,3,5,4,steadiness compliance influance
1,2,4,3,steadiness compliance influance
4,4,4,8,compliance
3,4,4,8,compliance
2,4,4,8,compliance
1,4,4,8,compliance
4,4,3,8,compliance
3,4,3,8,compliance
2,4,3,8,compliance
1,4,3,8,compliance
4,4,2,8,compliance
3,4,2,8,compliance
2,4,2,8,compliance
1,4,2,8,compliance
4,4,1,8,compliance
3,4,1,8,compliance
2,4,1,8,compliance
1,4,1,8,compliance
4,3,4,8,compliance
3,3,4,8,compliance
2,3,4,8,compliance
1,3,4,8,compliance
4,3,3,8,compliance
3,3,3,8,compliance
2,3,3,8,compliance
1,3,3,8,compliance
4,3,2,8,compliance
3,3,2,8,compliance
2,3,2,8,compliance
1,3,2,8,compliance
4,3,1,8,compliance
3,3,1,8,compliance
2,3,1,8,compliance
1,3,1,8,compliance
3,3,3,7,compliance
2,3,3,7,compliance
1,3,3,7,compliance
3,3,2,7,compliance
2,3,2,7,compliance
1,3,2,7,compliance
3,3,1,7,compliance
2,3,1,7,compliance
1,3,1,7,compliance
2,2,2,7,compliance
1,2,2,7,compliance
2,2,1,7,compliance
1,2,1,7,compliance
2,1,2,7,compliance
1,1,2,7,compliance
1,1,1,7,compliance
2,2,2,6,compliance
1,2,2,6,compliance
2,2,1,6,compliance
1,2,1,6,compliance
2,1,2,6,compliance
1,1,2,6,compliance
2,1,1,6,compliance
1,1,1,6,compliance
1,1,1,5,compliance
7,4,4,8,compliance dominance
7,4,3,8,compliance dominance
7,4,2,8,compliance dominance
7,4,1,8,compliance dominance
7,3,4,8,compliance dominance
7,3,3,8,compliance dominance
7,3,2,8,compliance dominance
7,3,1,8,compliance dominance
7,2,4,8,compliance dominance
7,2,3,8,compliance dominance
7,2,2,8,compliance dominance
7,2,1,8,compliance dominance
7,1,4,8,compliance dominance
7,1,3,8,compliance dominance
7,1,2,8,compliance dominance
7,1,1,8,compliance dominance
6,4,4,8,compliance dominance
6,4,3,8,compliance dominance
6,4,2,8,compliance dominance
6,4,1,8,compliance dominance
6,3,4,8,compliance dominance
6,3,3,8,compliance dominance
6,3,2,8,compliance dominance
6,3,1,8,compliance dominance
6,2,4,8,compliance dominance
6,2,3,8,compliance dominance
6,2,2,8,compliance dominance
6,2,1,8,compliance dominance
6,1,4,8,compliance dominance
6,1,3,8,compliance dominance
6,1,2,8,compliance dominance
6,1,1,8,compliance dominance
5,4,4,8,compliance dominance
5,4,3,8,compliance dominance
5,4,2,8,compliance dominance
5,4,1,8,compliance dominance
5,3,4,8,compliance dominance
5,3,3,8,compliance dominance
5,3,2,8,compliance dominance
5,3,1,8,compliance dominance
5,2,4,8,compliance dominance
5,2,3,8,compliance dominance
5,2,2,8,compliance dominance
5,2,1,8,compliance dominance
5,1,4,8,compliance dominance
5,1,3,8,compliance dominance
5,1,2,8,compliance dominance
5,1,1,8,compliance dominance
6,3,3,7,compliance dominance
6,3,2,7,compliance dominance
6,3,1,7,compliance dominance
6,2,3,7,compliance dominance
6,2,2,7,compliance dominance
6,2,1,7,compliance dominance
6,1,3,7,compliance dominance
6,1,2,7,compliance dominance
6,1,1,7,compliance dominance
5,3,3,7,compliance dominance
5,3,2,7,compliance dominance
5,3,1,7,compliance dominance
5,2,3,7,compliance dominance
5,2,2,7,compliance dominance
5,2,1,7,compliance dominance
5,1,3,7,compliance dominance
5,1,2,7,compliance dominance
5,1,1,7,compliance dominance
4,3,3,7,compliance dominance
4,3,2,7,compliance dominance
4,3,1,7,compliance dominance
4,2,3,7,compliance dominance
4,2,2,7,compliance dominance
4,2,1,7,compliance dominance
4,1,3,7,compliance dominance
4,1,2,7,compliance dominance
4,1,1,7,compliance dominance
5,2,2,6,compliance dominance
5,2,1,6,compliance dominance
5,1,2,6,compliance dominance
5,1,1,6,compliance dominance
2,2,2,6,compliance dominance
4,2,1,6,compliance dominance
4,1,2,6,compliance dominance
4,1,1,6,compliance dominance
3,2,2,6,compliance dominance
3,2,1,6,compliance dominance
3,1,2,6,compliance dominance
3,1,1,6,compliance dominance
5,1,1,5,compliance dominance
4,1,1,5,compliance dominance
3,1,1,5,compliance dominance
2,1,1,5,compliance dominance
4,7,4,8,compliance influance
4,7,3,8,compliance influance
4,7,2,8,compliance influance
4,7,1,8,compliance influance
3,7,4,8,compliance influance
3,7,3,8,compliance influance
3,7,2,8,compliance influance
3,7,1,8,compliance influance
2,7,4,8,compliance influance
2,7,3,8,compliance influance
2,7,2,8,compliance influance
2,7,1,8,compliance influance
1,7,4,8,compliance influance
1,7,3,8,compliance influance
1,7,2,8,compliance influance
1,7,1,8,compliance influance
4,6,4,8,compliance influance
4,6,3,8,compliance influance
4,6,2,8,compliance influance
4,6,1,8,compliance influance
3,6,4,8,compliance influance
3,6,3,8,compliance influance
3,6,2,8,compliance influance
3,6,1,8,compliance influance
2,6,4,8,compliance influance
2,6,3,8,compliance influance
2,6,2,8,compliance influance
2,6,1,8,compliance influance
1,6,4,8,compliance influance
1,6,3,8,compliance influance
1,6,2,8,compliance influance
1,6,1,8,compliance influance
4,5,4,8,compliance influance
4,5,3,8,compliance influance
4,5,2,8,compliance influance
4,5,1,8,compliance influance
3,5,4,8,compliance influance
3,5,3,8,compliance influance
3,5,2,8,compliance influance
3,5,1,8,compliance influance
2,5,4,8,compliance influance
2,5,3,8,compliance influance
2,5,2,8,compliance influance
2,5,1,8,compliance influance
1,5,4,8,compliance influance
1,5,3,8,compliance influance
1,5,2,8,compliance influance
1,5,1,8,compliance influance
3,6,3,7,compliance influance
3,6,2,7,compliance influance
3,6,1,7,compliance influance
2,6,3,7,compliance influance
2,6,2,7,compliance influance
2,6,1,7,compliance influance
1,6,3,7,compliance influance
1,6,2,7,compliance influance
1,6,1,7,compliance influance
3,5,3,7,compliance influance
3,5,2,7,compliance influance
3,5,1,7,compliance influance
2,5,3,7,compliance influance
2,5,2,7,compliance influance
2,5,1,7,compliance influance
1,5,3,7,compliance influance
1,5,2,7,compliance influance
1,5,1,7,compliance influance
3,4,3,7,compliance influance
3,4,2,7,compliance influance
3,4,1,7,compliance influance
2,4,3,7,compliance influance
2,4,2,7,compliance influance
2,4,1,7,compliance influance
1,4,3,7,compliance influance
1,4,2,7,compliance influance
1,4,1,7,compliance influance
2,5,2,6,compliance influance
2,5,1,6,compliance influance
1,5,2,6,compliance influance
1,5,1,6,compliance influance
2,2,2,6,compliance influance
2,4,1,6,compliance influance
1,4,2,6,compliance influance
1,4,1,6,compliance influance
2,3,2,6,compliance influance
2,3,1,6,compliance influance
1,3,2,6,compliance influance
1,3,1,6,compliance influance
1,4,1,5,compliance influance
1,3,1,5,compliance influance
1,2,1,5,compliance influance
4,7,4,8,compliance steadiness
3,7,4,8,compliance steadiness
2,7,4,8,compliance steadiness
1,7,4,8,compliance steadiness
4,7,3,8,compliance steadiness
3,7,3,8,compliance steadiness
2,7,3,8,compliance steadiness
1,7,3,8,compliance steadiness
4,7,2,8,compliance steadiness
3,7,2,8,compliance steadiness
2,7,2,8,compliance steadiness
1,7,2,8,compliance steadiness
4,7,1,8,compliance steadiness
3,7,1,8,compliance steadiness
2,7,1,8,compliance steadiness
1,7,1,8,compliance steadiness
4,6,4,8,compliance steadiness
3,6,4,8,compliance steadiness
2,6,4,8,compliance steadiness
1,6,4,8,compliance steadiness
4,6,3,8,compliance steadiness
3,6,3,8,compliance steadiness
2,6,3,8,compliance steadiness
1,6,3,8,compliance steadiness
4,6,2,8,compliance steadiness
3,6,2,8,compliance steadiness
2,6,2,8,compliance steadiness
1,6,2,8,compliance steadiness
4,6,1,8,compliance steadiness
3,6,1,8,compliance steadiness
2,6,1,8,compliance steadiness
1,6,1,8,compliance steadiness
4,5,4,8,compliance steadiness
3,5,4,8,compliance steadiness
2,5,4,8,compliance steadiness
1,5,4,8,compliance steadiness
4,5,3,8,compliance steadiness
3,5,3,8,compliance steadiness
2,5,3,8,compliance steadiness
1,5,3,8,compliance steadiness
4,5,2,8,compliance steadiness
3,5,2,8,compliance steadiness
2,5,2,8,compliance steadiness
1,5,2,8,compliance steadiness
4,5,1,8,compliance steadiness
3,5,1,8,compliance steadiness
2,5,1,8,compliance steadiness
1,5,1,8,compliance steadiness
3,6,3,7,compliance steadiness
2,6,3,7,compliance steadiness
1,6,3,7,compliance steadiness
3,6,2,7,compliance steadiness
2,6,2,7,compliance steadiness
1,6,2,7,compliance steadiness
3,6,1,7,compliance steadiness
2,6,1,7,compliance steadiness
1,6,1,7,compliance steadiness
3,5,3,7,compliance steadiness
2,5,3,7,compliance steadiness
1,5,3,7,compliance steadiness
3,5,2,7,compliance steadiness
2,5,2,7,compliance steadiness
1,5,2,7,compliance steadiness
3,5,1,7,compliance steadiness
2,5,1,7,compliance steadiness
1,5,1,7,compliance steadiness
3,4,3,7,compliance steadiness
2,4,3,7,compliance steadiness
1,4,3,7,compliance steadiness
3,4,2,7,compliance steadiness
2,4,2,7,compliance steadiness
1,4,2,7,compliance steadiness
3,4,1,7,compliance steadiness
2,4,1,7,compliance steadiness
1,4,1,7,compliance steadiness
2,5,2,6,compliance steadiness
1,5,2,6,compliance steadiness
2,5,1,6,compliance steadiness
1,5,1,6,compliance steadiness
2,2,2,6,compliance steadiness
1,4,2,6,compliance steadiness
2,4,1,6,compliance steadiness
1,4,1,6,compliance steadiness
2,3,2,6,compliance steadiness
1,3,2,6,compliance steadiness
2,3,1,6,compliance steadiness
1,3,1,6,compliance steadiness
1,4,1,5,compliance steadiness
1,3,1,5,compliance steadiness
1,2,1,5,compliance steadiness
7,6,4,8,compliance dominance influance
7,6,3,8,compliance dominance influance
7,6,2,8,compliance dominance influance
7,6,1,8,compliance dominance influance
6,5,4,7,compliance dominance influance
6,5,3,7,compliance dominance influance
6,5,2,7,compliance dominance influance
6,5,1,7,compliance dominance influance
5,4,3,6,compliance dominance influance
5,4,2,6,compliance dominance influance
5,4,1,6,compliance dominance influance
4,3,2,5,compliance dominance influance
4,3,1,5,compliance dominance influance
3,2,1,4,compliance dominance influance
7,4,6,8,compliance dominance steadiness
7,3,6,8,compliance dominance steadiness
7,2,6,8,compliance dominance steadiness
7,1,6,8,compliance dominance steadiness
6,4,5,7,compliance dominance steadiness
6,3,5,7,compliance dominance steadiness
6,2,5,7,compliance dominance steadiness
6,1,5,7,compliance dominance steadiness
5,3,4,6,compliance dominance steadiness
5,2,4,6,compliance dominance steadiness
5,1,4,6,compliance dominance steadiness
4,2,3,5,compliance dominance steadiness
4,1,3,5,compliance dominance steadiness
3,1,2,4,compliance dominance steadiness
6,7,4,8,compliance influance dominance
6,7,3,8,compliance influance dominance
6,7,2,8,compliance influance dominance
6,7,1,8,compliance influance dominance
5,6,4,7,compliance influance dominance
5,6,3,7,compliance influance dominance
5,6,2,7,compliance influance dominance
5,6,1,7,compliance influance dominance
4,5,3,6,compliance influance dominance
4,5,2,6,compliance influance dominance
4,5,1,6,compliance influance dominance
3,4,2,5,compliance influance dominance
3,4,1,5,compliance influance dominance
2,3,1,4,compliance influance dominance
4,7,6,8,compliance influance steadiness
3,7,6,8,compliance influance steadiness
2,7,6,8,compliance influance steadiness
1,7,6,8,compliance influance steadiness
4,6,5,7,compliance influance steadiness
3,6,5,7,compliance influance steadiness
2,6,5,7,compliance influance steadiness
1,6,5,7,compliance influance steadiness
3,5,4,6,compliance influance steadiness
2,5,4,6,compliance influance steadiness
1,5,4,6,compliance influance steadiness
2,4,3,5,compliance influance steadiness
1,4,3,5,compliance influance steadiness
1,3,2,4,compliance influance steadiness
6,4,7,8,compliance steadiness dominance
6,3,7,8,compliance steadiness dominance
6,2,7,8,compliance steadiness dominance
6,1,7,8,compliance steadiness dominance
5,4,6,7,compliance steadiness dominance
5,3,6,7,compliance steadiness dominance
5,2,6,7,compliance steadiness dominance
5,1,6,7,compliance steadiness dominance
4,3,5,6,compliance steadiness dominance
4,2,5,6,compliance steadiness dominance
4,1,5,6,compliance steadiness dominance
3,2,4,5,compliance steadiness dominance
3,1,4,5,compliance steadiness dominance
2,1,3,4,compliance steadiness dominance
4,6,7,8,compliance steadiness influance
3,6,7,8,compliance steadiness influance
2,6,7,8,compliance steadiness influance
1,6,7,8,compliance steadiness influance
4,5,6,7,compliance steadiness influance
3,5,6,7,compliance steadiness influance
2,5,6,7,compliance steadiness influance
1,5,6,7,compliance steadiness influance
3,4,5,6,compliance steadiness influance
2,4,5,6,compliance steadiness influance
1,4,5,6,compliance steadiness influance
2,3,4,5,compliance steadiness influance
1,3,4,5,compliance steadiness influance
1,2,3,4,compliance steadiness influance
